stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p,hypothesis_velocity_cost,hypothesis_velocity_sigma_deg_s,hypothesis_acceleration_cost,hypothesis_acceleration_sigma_deg_s2,motion_prior,motion_prior_sigma_rows,motion_prior_tau_ms,motion_prior_ncc_thr
full,Igor,constant,constant_sg100,constant,2.0,2.0,1.0,0.0,1.0,,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Igor/m4_dpf_physics_aq_constant_sg100.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Igor/m4_dpf_physics.npz,14594.36698858648,1011616.0,0.6382283396071237,0.8090638198050156,0.8203312071100837,0.6576431178592115,0.30351014402753,13.947195641960905,9.992833207340675,3.280216855220666,2.2416548957187046,1.332727914857542,0.09306538056109424,68.4793377105913,999412.5856837189,475910.75508748513,0.6382283396071237,0.8103729701595234,0.82119195911976,2.4176877138765995,1.7180741183470702,0.9416571817768931,0.6500905481921994,0.801747839161782,0.8242390641177197,3.1908473458973807,1.255625615073754,0.14032891420078658,80.54434027018704,1175493.6607566944,559758.8860746163,0.8024939003446598,2.4497961953181986,0.8552881695503523,True,True,True,False,False,0.3368053826174863,0.14979330042462988,-0.10098235343527234,-9.538646905316702,-0.011862208585075695,0.007315980643233577,0.08936950932328536,0.07710229978378802,True,100.0,1000000.0,0.25,0.0,80.0,0.0,5000.0,False,,,
full,Pavel,constant,constant_sg100,constant,2.0,2.0,1.0,0.0,1.0,,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics_aq_constant_sg100.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics.npz,14607.191564147628,1008384.0,0.8869151037699924,0.9677147421102978,0.9003006615845639,0.579607250621062,0.392262411539482,5.586596551110015,10.356053686878065,2.72246924027722,3.514330202788991,1.1799915784631096,0.07498902588526421,60.15406900720249,878682.0093511625,418420.0044529345,0.8869151037699924,0.9681326707360315,0.9009444251844904,1.9971535641620293,2.8817350404943998,0.8226579794827273,0.8988302075399848,0.9677969558607584,0.8999685214368665,2.584685174933659,1.046096364302699,0.10971860143722738,71.31534706035444,1041716.9359742698,496055.6837972713,0.9681631399589735,1.9744001381229157,0.7566282003876275,True,True,False,False,False,0.3165331593461186,0.15650597680897665,-0.08726846165827844,-9.548777979259475,-0.011915103769992386,-8.221375046058021e-05,0.13778406534356114,0.1338952141604106,True,100.0,1000000.0,0.25,0.0,80.0,0.0,5000.0,False,,,
